ID empleat;Nom complet;Sexe;Data naixement;Departament;Location
PSN-BCN-2008-0145;Hugo González De la Fuente;Home;9/3/1966;R+D;Barcelona (22@)
PSN-BCN-2013-0013;Toni González Torres;Home;20/3/1982;Finances;Barcelona (22@)
PSN-BCN-2008-0146;Lídia Vázquez Ortiz;Dona;2/3/1974;RH;Barcelona (22@)
PSN-BCN-2023-0007;Irene García Ruiz;Dona;22/2/2002;R+D;Barcelona (22@)
PSN-BCN-2008-0147;Àngels Álvarez González;Dona;29/8/1965;R+D;Granollers
PSN-BCN-2008-0148;Hèctor Suárez Morales;Home;4/10/1974;R+D;Granollers
PSN-BCN-2008-0149;Sonia Ramírez Rodríguez;Dona;19/10/1964;Sistemes;Barcelona (22@)
PSN-BCN-2010-0016;Manel Romero Molina;Home;25/3/1981;R+D;Granollers
PSN-BCN-2014-0020;Nora Puig Sánchez;Dona;15/11/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0012;Gerard Fernández García;Home;26/12/1998;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0150;Adrià López Jiménez;Home;3/9/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0014;Nil Pérez Ramírez;Home;29/9/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0151;Pere López Pérez;Home;30/5/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0029;Mireia Pérez Muñoz;Dona;15/6/1982;Comercial;Barcelona (22@)
PSN-BOS-2019-0008;Leah Kelly;Dona;20/10/1988;Comercial;Boston (MA)
PSN-BCN-2019-0033;Carles Gómez Vázquez;Home;22/6/1995;R+D;Granollers
PSN-BCN-2008-0152;Ferran Rodríguez Planas;Home;28/11/1971;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2019-0009;Sean Anderson;Home;24/6/1987;Sistemes;Boston (MA)
PSN-BOS-2016-0008;Claire White;Dona;6/7/1986;Comercial;Boston (MA)
PSN-BOS-2008-0027;Alexander McCarthy;Home;21/12/1966;R+D;Boston (MA)
PSN-BCN-2008-0153;Gemma Riera Fernández;Dona;26/4/1967;RH;Barcelona (22@)
PSN-BCN-2008-0154;Jesús Ferrer Iglesias;Home;10/9/1963;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0021;Guillem Esteve Puig;Home;8/6/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0020;Nora Martín Vila;Dona;7/7/1996;R+D;Granollers
PSN-BCN-2009-0019;Genís García Ortega;Home;24/11/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0030;Carles Martín Sánchez;Home;10/9/1988;Finances;Barcelona (22@)
PSN-BCN-2012-0027;Adrià Iglesias Colomer;Home;17/11/1975;Comercial;Barcelona (22@)
PSN-BCN-2014-0022;Miquel Iglesias García;Home;2/6/1987;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0023;Hèctor Planas Hernández;Home;15/5/1979;Comercial;Barcelona (22@)
PSN-BCN-2010-0017;Rafa Serrano Ortega;Home;8/2/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0034;Eva Soler Marín;Dona;10/11/1992;Sistemes;Barcelona (22@)
PSN-BCN-2017-0042;Ferran Blanco Serrano;Home;18/6/1987;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0155;Manel Castro Costa;Home;24/8/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0021;Pau Romero Ramírez;Home;27/7/1991;Sistemes;Barcelona (22@)
PSN-BCN-2021-0021;Aina Rubio Vila;Dona;4/9/1997;R+D;Granollers
PSN-BCN-2015-0018;Pau Romero Rodríguez;Home;3/5/1982;R+D;Granollers
PSN-BOS-2021-0003;Elizabeth Jones;Dona;6/4/1995;Sistemes;Boston (MA)
PSN-BOS-2015-0008;Sophie Anderson;Dona;16/6/1979;R+D;Boston (MA)
PSN-BCN-2017-0043;Maria Rovira García;Dona;25/3/1984;R+D;Granollers
PSN-BCN-2009-0020;Guillem Prat González;Home;18/4/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0156;Ariadna Domínguez García;Dona;8/10/1973;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0028;Nicholas Martinez;Home;19/4/1967;R+D;Boston (MA)
PSN-BCN-2015-0019;Daniel Delgado Puig;Home;23/8/1983;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0036;Víctor Puig Ortega;Home;8/2/1978;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0031;Elisenda Martínez Bosch;Dona;18/4/1988;RH;Barcelona (22@)
PSN-BCN-2008-0157;Rubén Serra Navarro;Home;4/10/1965;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2012-0028;Guillem González Pérez;Home;25/9/1978;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2012-0006;Hannah Murphy;Dona;24/10/1980;Comercial;Boston (MA)
PSN-BCN-2017-0044;Nora Ruiz Fernández;Dona;6/12/1988;RH;Barcelona (22@)
PSN-BCN-2014-0024;Carla Grau Serra;Dona;7/4/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0158;Roc Colomer Álvarez;Home;23/2/1965;R+D;Granollers
PSN-BCN-2015-0020;Patricia Ribas Pérez;Dona;4/6/1977;R+D;Granollers
PSN-BCN-2008-0159;Patricia Bosch López;Dona;18/11/1964;R+D;Barcelona (22@)
PSN-BOS-2014-0004;Matthew Murphy;Home;26/12/1986;R+D;Boston (MA)
PSN-BCN-2017-0045;Enric Serra López;Home;15/9/1983;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0029;Logan Hall;Home;4/11/1966;Finances;Boston (MA)
PSN-BCN-2018-0032;Raimon Navarro Pérez;Home;30/9/1992;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0160;Júlia Rodríguez Fernández;Dona;22/3/1969;R+D;Granollers
PSN-BCN-2019-0035;Oriol Martínez Ortiz;Home;7/3/1990;Sistemes;Barcelona (22@)
PSN-BCN-2015-0021;Daniel Serrano González;Home;27/4/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0022;Mar Díaz Ruiz;Dona;10/8/1990;R+D;Granollers
PSN-BCN-2008-0161;Víctor Prat Álvarez;Home;1/7/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0013;Rubén Castro González;Home;7/12/1998;R+D;Granollers
PSN-BCN-2008-0162;Rubén López Gómez;Home;25/8/1967;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0014;Carme Vázquez Gómez;Dona;1/9/1996;Finances;Barcelona (22@)
PSN-BCN-2017-0046;Clara Muñoz Serra;Dona;7/8/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0023;Antonio Ferrer Marín;Home;16/4/1986;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0025;Sonia Raventós Soler;Dona;1/11/1985;R+D;Granollers
PSN-BCN-2008-0163;Xavier López Duran;Home;6/5/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0033;Jana Vila Marín;Dona;10/5/1985;R+D;Granollers
PSN-BOS-2015-0009;Olivia Lee;Dona;14/9/1980;Comercial;Boston (MA)
PSN-BCN-2010-0018;Sergi González Marín;Home;14/2/1966;R+D;Granollers
PSN-BOS-2008-0030;Victoria Davis;Dona;22/11/1972;Sistemes;Boston (MA)
PSN-BCN-2019-0036;Noa Díaz Rovira;Dona;3/6/1992;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0031;Chloe Hall;Dona;30/9/1961;R+D;Boston (MA)
PSN-BCN-2015-0022;Albert Torres Ortega;Home;8/10/1987;R+D;Granollers
PSN-BCN-2008-0164;Francesc Rodríguez Sánchez;Home;27/4/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0165;Lucía Bosch López;Dona;27/1/1966;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0166;Antonio Ramírez Marín;Home;30/11/1966;Sistemes;Barcelona (22@)
PSN-BOS-2011-0002;James Sullivan;Home;20/11/1978;R+D;Boston (MA)
PSN-BCN-2008-0167;Nil Jiménez Martínez;Home;6/1/1966;R+D;Granollers
PSN-BCN-2020-0024;Carlos Vilanova López;Home;12/2/1994;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0168;Carla Ortega Camps;Dona;10/1/1974;Comercial;Barcelona (22@)
PSN-BCN-2016-0037;Rosa González Ferrer;Dona;9/1/1980;Comercial;Barcelona (22@)
PSN-BCN-2008-0169;David Ortega Delgado;Home;10/11/1967;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0019;Laura Jiménez Soler;Dona;22/7/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0015;Ismael Rodríguez Sánchez;Home;16/2/2001;R+D;Granollers
PSN-BCN-2012-0029;Andreu Torres Bosch;Home;1/8/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0170;Gerard Fernández Martínez;Home;19/6/1962;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0022;Ricard Roca Hernández;Home;4/1/1993;R+D;Barcelona (22@)
PSN-BCN-2013-0015;Miquel Blanco Ortiz;Home;5/11/1980;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0032;Elizabeth Anderson;Dona;27/4/1974;Comercial;Boston (MA)
PSN-BCN-2013-0016;Àlex García Soler;Home;28/12/1978;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0033;Samuel Johnson;Home;17/3/1967;RH;Boston (MA)
PSN-BCN-2012-0030;Raimon Ortiz Delgado;Home;28/5/1979;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0034;Sophie Kelly;Dona;20/1/1972;Comercial;Boston (MA)
PSN-BOS-2008-0035;William Murphy;Home;28/12/1964;Finances;Boston (MA)
PSN-BCN-2014-0026;Aina López Pérez;Dona;19/8/1986;Finances;Barcelona (22@)
PSN-BCN-2014-0027;Àngels Ramos Rodríguez;Dona;4/12/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0171;Roc Prat Ribas;Home;29/5/1964;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0172;Nora Martínez Moreno;Dona;18/4/1975;Comercial;Barcelona (22@)
PSN-BOS-2019-0010;Avery Miller;Dona;18/7/1996;Finances;Boston (MA)
PSN-BCN-2008-0173;Joan Ortiz Martínez;Home;17/9/1967;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2015-0023;Marc Puig Ribas;Home;28/10/1977;RH;Barcelona (22@)
PSN-BOS-2008-0036;Joshua Lee;Home;25/2/1975;R+D;Boston (MA)
PSN-BCN-2017-0047;Antonio Pérez Riera;Home;17/10/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0025;Sonia Ruiz López;Dona;29/11/1998;Finances;Barcelona (22@)
PSN-BCN-2018-0034;Andreu Martín Díaz;Home;23/7/1992;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0035;Bernat Molina Serra;Home;6/5/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0026;Paula Soler Fernández;Dona;20/5/1991;R+D;Granollers
PSN-BCN-2017-0048;Irene Martín Riera;Dona;3/4/1982;Comercial;Barcelona (22@)
PSN-BCN-2020-0027;Francesc Romero Molina;Home;19/3/1990;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0174;Oriol Ruiz Puig;Home;24/2/1962;Sistemes;Barcelona (22@)
PSN-BOS-2014-0005;Ethan Davis;Home;31/7/1980;Sistemes;Boston (MA)
PSN-BCN-2019-0037;Adrià Hernández Martínez;Home;30/3/1983;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0037;Daniel Sullivan;Home;9/2/1967;Sistemes;Boston (MA)
PSN-BCN-2015-0024;Eduard Ortega Ramírez;Home;19/12/1977;R+D;Granollers
PSN-BOS-2018-0004;Victoria Clark;Dona;6/2/1993;R+D;Boston (MA)
PSN-BCN-2018-0036;Guillem Serrano López;Home;15/4/1988;Comercial;Barcelona (22@)
PSN-BCN-2011-0021;Mateu Castells Puig;Home;20/12/1983;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0175;Toni Marín Roca;Home;22/12/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0023;Gerard Costa Torres;Home;19/8/1999;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0024;Gerard Ferrer Bosch;Home;5/3/1997;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0037;Antonio Molina Planas;Home;11/4/1992;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0028;Arnau Rodríguez Torres;Home;9/10/1998;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0038;Jacob Kelly;Home;16/12/1970;Sistemes;Boston (MA)
PSN-BCN-2008-0176;Marc Suárez Serra;Home;18/4/1971;R+D;Granollers
PSN-BCN-2023-0008;Lídia Vázquez Martín;Dona;31/3/2003;R+D;Granollers
PSN-BCN-2018-0038;Hugo Álvarez Molina;Home;9/7/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0039;Sonia Soler Rodríguez;Dona;4/9/1993;Finances;Barcelona (22@)
PSN-BCN-2008-0177;Beatriz Rodríguez Pérez;Dona;15/11/1964;Comercial;Barcelona (22@)
PSN-BCN-2010-0020;Olga Vázquez Gómez;Dona;25/2/1975;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0038;Ferran Marín Ribas;Home;27/1/1997;Finances;Barcelona (22@)
PSN-BCN-2013-0017;Pau Vila Ramírez;Home;16/9/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0178;Quim Díaz Puig;Home;22/7/1973;Comercial;Barcelona (22@)
PSN-BCN-2008-0179;Pol Molina López;Home;2/1/1975;Comercial;Barcelona (22@)
PSN-BOS-2020-0005;Hannah Miller;Dona;5/9/1994;RH;Boston (MA)
PSN-BCN-2008-0180;Carles Suárez Serrano;Home;4/12/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0025;David Fernández Vila;Home;6/7/2000;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2015-0025;Ismael Riera González;Home;30/9/1989;Comercial;Barcelona (22@)
PSN-BCN-2008-0181;Elena Fernández González;Dona;22/7/1968;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2016-0009;Scarlett Murphy;Dona;1/4/1976;Finances;Boston (MA)
PSN-BOS-2013-0003;Audrey Williams;Dona;26/8/1981;RH;Boston (MA)
PSN-BCN-2008-0182;Carlos Moreno Martín;Home;31/3/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0038;Marina Vila Álvarez;Dona;15/12/1990;Sistemes;Barcelona (22@)
PSN-BOS-2008-0039;Patrick Thompson;Home;6/2/1972;Comercial;Boston (MA)
PSN-BCN-2011-0022;Arnau García Castro;Home;17/9/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2012-0031;Toni Fernández García;Home;31/10/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0049;Irene Sánchez González;Dona;22/7/1979;Finances;Barcelona (22@)
PSN-BOS-2010-0002;Christopher Rodriguez;Home;19/11/1976;R+D;Boston (MA)
PSN-BCN-2008-0183;Berta Álvarez Riera;Dona;7/11/1974;R+D;Granollers
PSN-BCN-2015-0026;Antonio Pérez Batlle;Home;17/11/1980;R+D;Granollers
PSN-BCN-2008-0184;Javier Esteve Muñoz;Home;8/4/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0026;Eduard Rodríguez Díaz;Home;25/7/1990;R+D;Granollers
PSN-BCN-2009-0021;Quim Vila Duran;Home;9/4/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0185;Jordi Serra López;Home;17/11/1977;R+D;Granollers
PSN-BCN-2009-0022;Ferran Martínez Sánchez;Home;15/3/1971;Finances;Barcelona (22@)
PSN-BCN-2018-0040;Gemma Hernández Ferrer;Dona;29/11/1990;Comercial;Barcelona (22@)
PSN-BCN-2016-0039;Helena Font González;Dona;20/8/1980;R+D;Granollers
PSN-BCN-2008-0186;Laia Raventós Vila;Dona;5/7/1965;R+D;Granollers
PSN-BCN-2008-0187;Àngels Gómez Serrano;Dona;16/1/1967;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0018;Mateu Domènech Romero;Home;8/11/1972;R+D;Barcelona (22@)
PSN-BCN-2016-0040;Cristina Rovira Vila;Dona;24/4/1986;Comercial;Barcelona (22@)
PSN-BOS-2018-0005;Jonathan Miller;Home;17/2/1986;R+D;Boston (MA)
PSN-BCN-2009-0023;Marina Romero Martínez;Dona;28/5/1970;R+D;Granollers
PSN-BCN-2020-0029;Laia Domínguez Domènech;Dona;2/2/1996;RH;Barcelona (22@)
PSN-BCN-2008-0188;Eduard Rodríguez Serra;Home;19/3/1963;Sistemes;Barcelona (22@)
PSN-BCN-2023-0009;Àngels Raventós Ribas;Dona;6/1/2001;R+D;Granollers
PSN-BOS-2008-0040;Amelia Johnson;Dona;10/2/1975;RH;Boston (MA)
PSN-BCN-2008-0189;Ricard Álvarez González;Home;1/11/1968;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2023-0010;Alba Ros García;Dona;24/12/2002;Comercial;Barcelona (22@)
PSN-BCN-2008-0190;Xavier López García;Home;19/6/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0039;Francesc Ortega Gómez;Home;22/11/1988;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0030;Genís Sánchez Gómez;Home;24/10/1992;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0031;José Arnau Batlle;Home;14/6/1996;R+D;Barcelona (22@)
PSN-BCN-2023-0011;Guillem Hernández Rovira;Home;15/11/2002;R+D;Granollers
PSN-BCN-2020-0032;Pau Iglesias Colomer;Home;15/7/1991;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0191;Sergi Font Navarro;Home;6/4/1973;R+D;Granollers
PSN-BCN-2010-0021;Alba Martín Vázquez;Dona;17/7/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2024-0005;Mireia Vilanova Domínguez;Dona;6/3/2003;R+D;Granollers
PSN-BCN-2018-0041;Hugo Castro Costa;Home;28/10/1995;R+D;Granollers
PSN-BCN-2013-0019;Anna López Díaz;Dona;29/8/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0192;Ferran Puig Rovira;Home;1/1/1967;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0193;Nora Arnau Duran;Dona;19/8/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0016;Bernat Muñoz Gómez;Home;5/8/1999;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0194;Teresa Vila Romero;Dona;3/8/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0020;Xavier Arnau Vilanova;Home;5/5/1981;R+D;Granollers
PSN-BCN-2019-0040;Olga García Rubio;Dona;24/1/1988;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0022;Beatriz Ros Rovira;Dona;25/12/1978;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0023;Maria Serra Castells;Dona;15/11/1968;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0024;Nora Domínguez Ruiz;Dona;9/7/1975;RH;Barcelona (22@)
PSN-BOS-2008-0041;Samantha Rodriguez;Dona;10/5/1971;RH;Boston (MA)
PSN-BOS-2008-0042;Joshua Jones;Home;19/7/1970;Finances;Boston (MA)
PSN-BCN-2014-0028;Judith Font Puig;Dona;6/12/1978;RH;Barcelona (22@)
PSN-BCN-2018-0042;Guillem Molina Ruiz;Home;7/2/1980;R+D;Granollers
PSN-BCN-2008-0195;Oriol Martínez García;Home;25/10/1960;R+D;Granollers
PSN-BCN-2017-0050;Daniel Vila Ramírez;Home;16/4/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2015-0027;Mateu Castells Soler;Home;29/1/1977;Comercial;Barcelona (22@)
PSN-BCN-2008-0196;Miquel García Muñoz;Home;29/7/1971;Comercial;Barcelona (22@)
PSN-BCN-2013-0021;Pilar Castro Font;Dona;25/8/1975;Comercial;Barcelona (22@)
PSN-BCN-2008-0197;Albert Puig Ruiz;Home;10/9/1960;Finances;Barcelona (22@)
PSN-BOS-2013-0004;Daniel Martin;Home;2/9/1976;R+D;Boston (MA)
PSN-BOS-2008-0043;William McCarthy;Home;3/6/1969;Finances;Boston (MA)
PSN-BCN-2008-0198;Patricia González Riera;Dona;1/10/1971;Comercial;Barcelona (22@)
PSN-BCN-2021-0027;Carme Torres Grau;Dona;21/4/1997;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0041;Gerard Vila Riera;Home;10/8/1985;Comercial;Barcelona (22@)
PSN-BCN-2014-0029;Pau Delgado Moreno;Home;8/3/1976;Comercial;Barcelona (22@)
PSN-BCN-2008-0199;Carles Molina Vázquez;Home;25/12/1968;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0024;Ariadna Ortiz Castells;Dona;24/4/1979;RH;Barcelona (22@)
PSN-BCN-2014-0030;Oriol Ortega Rovira;Home;30/10/1987;Sistemes;Barcelona (22@)
PSN-BCN-2008-0200;José Domínguez Arnau;Home;17/3/1972;Comercial;Barcelona (22@)
PSN-BCN-2011-0023;Quim Díaz Suárez;Home;10/7/1983;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0024;Nora Esteve Rodríguez;Dona;4/7/1970;R+D;Granollers
PSN-BOS-2021-0004;Jacob Murphy;Home;29/12/1999;R+D;Boston (MA)
PSN-BCN-2008-0201;Rosa Serra Ortega;Dona;3/11/1959;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0041;Genís Romero García;Home;14/4/1996;Sistemes;Barcelona (22@)
PSN-BCN-2018-0043;Paula Ramírez Grau;Dona;20/10/1982;R+D;Granollers
PSN-BCN-2008-0202;Andrea Álvarez Hernández;Dona;5/10/1969;R+D;Granollers
PSN-BCN-2014-0031;Àlex Navarro Hernández;Home;3/1/1978;RH;Barcelona (22@)
PSN-BCN-2019-0042;Andreu Sánchez Torres;Home;8/8/1987;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0044;Carme Fernández Serra;Dona;31/8/1996;R+D;Granollers
PSN-BCN-2018-0045;Carles López Ruiz;Home;15/12/1988;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0025;Elisenda Bosch Gómez;Dona;2/8/1976;Comercial;Barcelona (22@)
PSN-BCN-2009-0026;Elena Vendrell Riera;Dona;28/4/1973;Comercial;Barcelona (22@)
PSN-BCN-2008-0203;Manel Fernández Domènech;Home;18/8/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0051;Hugo Moreno Gómez;Home;3/4/1993;Sistemes;Barcelona (22@)
PSN-BCN-2008-0204;Olga Rodríguez Costa;Dona;29/10/1969;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0042;Joan Sánchez Font;Home;21/7/1990;R+D;Granollers
PSN-BCN-2014-0032;Nil Muñoz Sánchez;Home;27/12/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0033;Tània Font Sánchez;Dona;21/9/1979;RH;Barcelona (22@)
PSN-BCN-2020-0033;Núria Álvarez Roca;Dona;15/6/1997;R+D;Barcelona (22@)
PSN-BCN-2008-0205;Mateu Domènech González;Home;19/9/1971;R+D;Granollers
PSN-BCN-2017-0052;Daniel Ramos Riera;Home;9/6/1990;Comercial;Barcelona (22@)
PSN-BCN-2013-0022;Oriol Díaz Delgado;Home;1/4/1985;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2016-0010;Joshua Kelly;Home;3/8/1982;Finances;Boston (MA)
PSN-BCN-2009-0027;Jana Torres Delgado;Dona;18/3/1975;RH;Barcelona (22@)
PSN-BCN-2011-0025;Tània Delgado Vila;Dona;28/8/1969;RH;Barcelona (22@)
PSN-BOS-2010-0003;Abigail Miller;Dona;9/9/1974;Sistemes;Boston (MA)
PSN-BCN-2015-0028;Inés Serra Hernández;Dona;22/10/1991;R+D;Granollers
PSN-BCN-2021-0028;Bernat Rovira Puig;Home;16/6/1997;Comercial;Barcelona (22@)
PSN-BCN-2022-0017;José Serra García;Home;10/4/2001;Comercial;Barcelona (22@)
PSN-BCN-2023-0012;Daniel Costa Ortiz;Home;1/11/2002;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0053;Roc Gómez Puig;Home;25/2/1991;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2015-0029;Francesc Moreno Martín;Home;28/8/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0029;Guillem Romero Martín;Home;10/6/1996;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0046;Blanca Ramos Gómez;Dona;5/2/1990;R+D;Granollers
PSN-BCN-2008-0206;Oriol Pérez Fernández;Home;19/11/1961;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2022-0002;Michael Martin;Home;20/1/2000;Finances;Boston (MA)
PSN-BCN-2012-0032;Genís Iglesias García;Home;15/9/1982;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0043;Eduard Fernández Sánchez;Home;22/8/1990;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0207;Carme García Rubio;Dona;3/7/1974;R+D;Granollers
PSN-BCN-2011-0026;Rosa Rodríguez Costa;Dona;23/8/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0027;Marta Riera Pérez;Dona;6/7/1984;Finances;Barcelona (22@)
PSN-BCN-2015-0030;Laura Jiménez Morales;Dona;30/5/1985;R+D;Barcelona (22@)
PSN-BOS-2008-0044;Leah Williams;Dona;25/2/1974;Comercial;Boston (MA)
PSN-BCN-2008-0208;Hugo Batlle Rodríguez;Home;17/11/1975;R+D;Barcelona (22@)
PSN-BOS-2014-0006;Henry Martinez;Home;6/4/1979;Comercial;Boston (MA)
PSN-BOS-2019-0011;Jonathan Clark;Home;28/6/1995;Comercial;Boston (MA)
PSN-BCN-2018-0047;Toni Costa Domènech;Home;1/11/1992;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0209;Mireia Díaz Álvarez;Dona;6/12/1974;RH;Barcelona (22@)
PSN-BCN-2021-0030;Xavier Fernández Domínguez;Home;22/9/1996;Comercial;Barcelona (22@)
PSN-BOS-2022-0003;Joseph Brown;Home;6/6/1996;Comercial;Boston (MA)
PSN-BCN-2013-0023;Carlos Soler Rodríguez;Home;26/9/1979;Sistemes;Barcelona (22@)
PSN-BCN-2011-0028;Mireia Martínez Martín;Dona;18/5/1976;Comercial;Barcelona (22@)
PSN-BCN-2021-0031;Carlos Riera Martínez;Home;22/6/1995;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0054;Clara Torres Ruiz;Dona;16/8/1980;R+D;Granollers
PSN-BOS-2020-0006;Thomas Martin;Home;24/11/1996;R+D;Boston (MA)
PSN-BCN-2021-0032;Mireia Pérez Domínguez;Dona;27/11/1997;R+D;Granollers
PSN-BCN-2020-0034;Carles Domènech González;Home;22/6/1989;R+D;Granollers
PSN-BCN-2012-0033;Daniel Gil Sánchez;Home;16/2/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0028;Jaume Suárez Díaz;Home;14/11/1974;R+D;Granollers
PSN-BOS-2017-0006;Connor Kelly;Home;9/3/1991;Sistemes;Boston (MA)
PSN-BCN-2016-0044;Laura Marín Gil;Dona;27/6/1988;R+D;Granollers
PSN-BCN-2011-0029;Judith Colomer Domènech;Dona;16/4/1983;Sistemes;Barcelona (22@)
PSN-BCN-2012-0034;Patricia Sánchez Romero;Dona;3/7/1980;R+D;Granollers
